trend,season,resid
-0.8952272190821399,-0.08151556576154474,-0.0023367125171808167
-0.8952198969717337,-0.08329126273049485,-0.0005683376586369526
-0.8952125745914171,-0.09031245005570868,-0.0013996716636665019
-0.8952052519410798,-0.09415474391812542,-0.00017977374173017147
-0.8951979290207701,-0.09619300161027608,0.0018511610301108483
-0.8951906058302947,-0.09911392005885128,0.004764756288210714
-0.8951832823697217,-0.10007890983403007,0.005722422602816413
-0.8951759586389171,-0.10180695740905857,0.00744314644704025
-0.8951686346378063,-0.10203223903659753,0.007661104073468428
-0.8951613103664134,-0.10149414621628922,0.007115686981767344
-0.8951539858245788,-0.1031656012488066,0.006164754642558279
-0.8951466610123635,-0.10037030666286215,0.005977198074290313
-0.8951393359295948,-0.09182006657297095,0.005264842311808349
-0.8951320105762423,-0.07941459311885726,0.003312284363658269
-0.89512468495227,-0.06706640375134122,0.0014170311519884349
-0.8951173590575979,-0.05805835138677436,0.00024684138242503373
-0.8951100328922067,-0.050883002726977204,-0.0017057182432311802
-0.8951027064559911,-0.04986809375630585,-0.002727953650118131
-0.8950953797488714,-0.0496642009040219,-0.0029391732095217504
-0.8950880527709003,-0.05445184031241374,-0.0033889759786331908
-0.8950807255218834,-0.06357192129557174,-0.002121410734167606
-0.895073398001859,-0.07188098213461122,-0.0016648868253307247
-0.8950660702107461,-0.08004207683854014,-0.0013562874816873682
-0.895058742148377,-0.08357417409658247,-0.00044658111590589744
-0.8950514138148634,-0.08484906973398595,0.0008209861879839853
-0.8950440852100277,-0.08567079426967256,0.0016353821188348494
-0.8950367563339165,-0.08704098213718962,0.002998241110240718
-0.8950294271863537,-0.0904777756474126,0.0038126426430089566
-0.8950220977673358,-0.09847695590527296,0.003959284071673341
-0.895014768076776,-0.09908409541236993,0.00455909388821063
-0.8950074381146337,-0.09992981217868216,0.005397480692380441
-0.8950001078808777,-0.10110940926745292,0.006569747547395255
-0.8949927773754062,-0.10133470522546212,0.00678771299993286
-0.8949854465981794,-0.10072530720250085,0.006170984199744822
-0.8949781155491147,-0.10474958996877831,0.004957820717425343
-0.8949707842281472,-0.0991006779401755,0.004531692567387391
-0.8949634526352686,-0.09233912746699421,0.005608019911505391
-0.8949561207703954,-0.08322478180825837,0.006946583247212534
-0.8949487886334588,-0.07406277649038029,0.008237507572216307
-0.8949414562243522,-0.06451464606391889,0.009142285595964195
-0.8949341235431426,-0.06168585430111967,0.008921223981847137
-0.8949267905896692,-0.05948701533136402,0.0093301148885101
-0.894919457363868,-0.06047199372537127,0.007692697226824197
-0.8949121238657353,-0.06628650208475025,0.00565469405864627
-0.8949047900951608,-0.07272696078960841,0.0016275572131114746
-0.8948974560521034,-0.07470897619081922,0.000987165281121527
-0.8948901217365517,-0.08434523425123856,0.00015585862692479857
-0.8948827871484019,-0.08421299520461878,1.6284992155224387e-05
-0.8948754522875547,-0.08412840788224503,-7.563719106562505e-05
-0.8948681171539968,-0.09226193226162807,-0.0024097201853104933
-0.8948607817476583,-0.09258285861434053,-0.0020961292389365394
-0.8948534460685388,-0.0934762386984066,-0.0012100848339899883
-0.8948461101164756,-0.09460819735821718,-8.546212624260807e-05
-0.8948387738914322,-0.09588310126159241,0.0011821055520891965
-0.8948314373934364,-0.10551935339652213,0.00035079078995858826
-0.8948241006223258,-0.10560170821361851,0.00042580883594423025
-0.8948167635781089,-0.10725815119227222,0.002074914770381131
-0.8948094262606727,-0.10781765628350767,0.0026270825441804257
-0.8948020886699812,-0.10964103796978923,0.004443126639770423
-0.8947947508060147,-0.10653557031757778,0.003945373493233095
-0.8947874126686298,-0.09548960350406488,0.003352319861902431
-0.8947800742578426,-0.08106020732225255,0.00199089941876196
-0.8947727355735372,-0.069785007985811,0.0011686127175822847
-0.8947653966156426,-0.058190564695310816,2.7092249006099856e-05
-0.8947580573842172,-0.04467282063087372,-0.0004226768973972783
-0.8947507178790176,-0.0439681382296565,-0.001134698803814116
-0.8947433781001594,-0.05205401288692619,-0.00351642570522126
-0.8947360380474549,-0.06017247512958422,-0.0032504815446916524
-0.8947286977210013,-0.06624833887660714,-0.002412094244157559
-0.8947213571205664,-0.07337349315191465,-0.0005244166893199065
-0.8947140162461357,-0.07479635362119025,0.0008911029055248543
-0.894706675097742,-0.08377887855259275,-0.0005939437105305645
-0.8946993336751781,-0.08557860274392401,0.0011984390582366888
-0.8946919919784994,-0.0854700440127186,0.0010825386303525697
-0.8946846500076109,-0.08612486222267406,0.0017300148694194828
-0.8946773077624643,-0.08747141961552249,0.0030692300171214493
-0.8946699652429542,-0.08962899384154598,0.005219461723634744
-0.8946626224490443,-0.0945123159573686,0.004865304925512626
-0.8946552793807194,-0.09987278757085237,0.004988297350636439
-0.894647936037817,-0.10410584980998096,0.009214016246862577
-0.8946405924204301,-0.10647859965995295,0.011579422479447765
-0.8946332485283113,-0.10906569044651081,0.014159169373886726
-0.8946259043615786,-0.11081776362262635,0.015903898383269666
-0.8946185599200406,-0.10872929637959601,0.01380808669870126
-0.8946112152037404,-0.09484409483354822,0.01037581267642329
-0.8946038702124757,-0.08222336969560474,0.008207972946279396
-0.8945965249463517,-0.07075244335642325,0.007189973581044118
-0.8945891794051744,-0.06172973150331713,0.00600509421618467
-0.8945818335889905,-0.06176010400616961,0.003413068533212771
-0.894574487497688,-0.06549820123166505,0.001913694007622202
-0.8945671411311913,-0.06485071427626836,0.0012588606857287798
-0.8945597944894789,-0.06700461555574991,0.0007903524936059281
-0.8945524475724989,-0.07469394021014131,0.0006271208208391554
-0.8945451003801554,-0.07668926558694407,0.002615099005298549
-0.8945377529123374,-0.07800250974060353,0.003920995691139906
-0.8945304051691434,-0.08523832310607744,0.003304293744247233
-0.8945230571503696,-0.08819800638844755,0.0036415661779517494
-0.8945157088560203,-0.08911507328189736,0.004551284777052245
-0.8945083602859937,-0.09060458985954407,0.006033452784672377
-0.8945010114403177,-0.09257158446455854,0.007993098544010757
-0.8944936623187987,-0.09601761246545941,0.01143177742339263
-0.8944863129215096,-0.1013247149665875,0.01673153052723164
-0.8944789632482764,-0.10653620126480257,0.02193566715221351
-0.8944716132990906,-0.10948135144869257,0.024873467386917758
-0.89446426307392,-0.1106849734423342,0.026069739155388794
-0.8944569125726515,-0.11017091804099821,0.025548333252784272
-0.8944495617952323,-0.10860700393715679,0.02397706837152369
-0.8944422107416398,-0.10342608381608231,0.021403860026748434
-0.8944348594118263,-0.09389738935586445,0.019712981805889762
-0.8944275078056168,-0.08676883496898762,0.017807211932838407
-0.8944201559231161,-0.07968818707470879,0.015949348276094066
-0.8944128037641338,-0.0752705776162872,0.014139449488581701
-0.8944054513286814,-0.07458926831933056,0.0134507877561727
-0.8943980986166674,-0.06958461774098543,0.013668899665346013
-0.8943907456280719,-0.06547785406870314,0.012169845834359871
-0.8943833923627575,-0.07396925499913728,0.01019365264016403
-0.8943760388207619,-0.07383705462646732,0.01005409872549834
-0.8943686850019938,-0.07353791528133369,0.009747605561596706
-0.8943613309063473,-0.07882645551226618,0.00979865557684756
-0.8943539765337869,-0.08287478839433593,0.008609497966321822
-0.8943466218842985,-0.08419737692745154,0.00992473184994902
-0.8943392669577962,-0.08399353639575403,0.009713536391749211
-0.8943319117541839,-0.08514919829244595,0.010861843084828848
-0.8943245562734303,-0.0871398696925412,0.012845159004170492
-0.8943172005154995,-0.0903236085299553,0.016021542083653695
-0.8943098444802808,-0.09608363266798203,0.021774210186461862
-0.8943024881677135,-0.09797906708776652,0.023662288293679
-0.8942951315778227,-0.09915871755104252,0.024834582167064245
-0.8942877747104536,-0.10640958433974806,0.021617861689336326
-0.8942804175655517,-0.10639597632985588,0.02159689653454211
-0.8942730601431358,-0.10535700890480641,0.020550571687076746
-0.8942657024430737,-0.09706910372590125,0.020100486837533738
-0.8942583444653658,-0.08746902072023727,0.01833823434383719
-0.8942509862098897,-0.07484837128467559,0.016170488432618035
-0.8942436276766421,-0.06669012572255821,0.013234999536785197
-0.8942362688655288,-0.06253657463815138,0.009074089641265104
-0.8942289097764966,-0.0523496328656939,0.009340061019845414
-0.8942215504095345,-0.053815182451093985,0.010798251238283374
-0.8942141907644333,-0.06052624590114046,0.009656745633050634
-0.8942068308413176,-0.06325703353881981,0.00976511051772233
-0.8941994706400583,-0.07163849450865752,0.007678970426985066
-0.8941921101605779,-0.07296110311257993,0.008994218551427013
-0.8941847494028439,-0.07325809364908198,0.009283848330195021
-0.8941773883667975,-0.08151095516182669,0.007069076566823207
-0.8941700270523879,-0.08214182736834973,0.007692587458936639
-0.8941626654595258,-0.0826057542818392,0.008149152779564073
-0.8941553035881507,-0.08421458170886383,0.009750618335213512
-0.8941479414381974,-0.08548985977238469,0.011018534248781076
-0.8941405790096383,-0.08755243732614669,0.013073749373983978
-0.8941332163024169,-0.09078358088946326,0.016297530230079182
-0.8941258533164266,-0.09265498097851872,0.018161567333144335
-0.894118490051646,-0.09369136626030584,0.019190589350150833
-0.894111126508002,-0.09238997552063227,0.017881835066833274
-0.894103762685475,-0.09230512781475543,0.01778962353842939
-0.8940963985839305,-0.09245872507820135,0.017935856700330932
-0.8940890342034177,-0.09141983124941928,0.016889598491035995
-0.8940816695437833,-0.08821015247178998,0.013672555053772295
-0.8940743046049854,-0.08454732594677075,0.010002363589955099
-0.8940669393869795,-0.07900413954072238,0.007066885256044153
-0.8940595738897121,-0.0684364054481984,0.0043369846161797065
-0.8940522081131448,-0.06582348620965878,0.0017166996010726798
-0.8940448420571799,-0.06545240954991417,0.0013382568853632648
-0.8940374757217884,-0.06589268811835482,0.0017711691184123524
-0.8940301091069248,-0.06766878888787324,0.003539903273067191
-0.8940227422124649,-0.07026525478054033,0.006129002271274442
